C,S,Chiral_Centers,Mol_Weight,Formula
C12675,NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,0,387.8617,C14H14ClN3O4S2
C12677,CC(O)C(=O)O.CCOc1ccc2nc3cc(N)ccc3c(N)c2c1,0,343.377,C15H15N3O. C3H6O3
C12679,COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2.[Cl-],0,371.8142,C20H18NO4. Cl
C12685,NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,0,389.8775,C14H16ClN3O4S2
C12691,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CC#N)[C@H]2SC1.[Na+],2,361.3056,C13H12N3O6S. Na
C12694,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@@]43C)[C@@H]1CC[C@@H]2O,9,306.5059,C19H30OS
C12695,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,8,508.5515,C27H34F2O7
C12712,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],3,516.5413,C26H25N2O6S. Na
C12717,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C.Cl,0,359.8466,C20H21NO3. HCl
C12724,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C[C@@H](OC(C)=O)CC[C@@H]4[C@H]3CC[C@@]21C,7,384.5085,C24H32O4
C12729,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,6,404.927,C23H29ClO4
C12739,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,4,246.1924,C9H11FN2O5
C12750,C/C(=C(\CCOC(=O)C(C)C)SS/C(CCOC(=O)C(C)C)=C(/C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,0,702.8876,C32H46N8O6S2
C12753,CO[C@H]1C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](C)[C@H](C)[C@H](OC(C)=O)[C@@H](C)C(=O)[C@]3(CO3)C[C@H](C)[C@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,18,813.9684,C41H67NO15
C12755,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,0,322.4671,C20H22N2S
C12766,CC1(C)S[C@@H]2[C@H](NC(=O)C3(N)CCCCC3)C(=O)N2[C@H]1C(=O)O,3,341.4258,C15H23N3O4S
C12767,S=C1SCN(Cc2ccccc2)CN1Cc1ccccc1,0,314.4682,C17H18N2S2
C12768,COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1.[Br-],0,400.3967,C17H22NOS2. Br
C12786,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1C/C=C\CCCC(=O)O.NC(CO)(CO)CO,5,475.616,C20H34O5. C4H11NO3
C12796,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,18,862.0527,C43H75NO16
C12798,CC(C)(C)NCC(O)c1ccccc1Cl.Cl,0,264.1914,C12H18ClNO. HCl
C12811,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,6,300.4782,C21H32O
C12814,CC[N+]1(CC)CCC(=C(c2ccccc2)c2ccccc2)C1C.[Br-],0,386.3684,C22H28N. Br
C12816,C[C@@H]1O[C@@H](O[C@@H]2C=C3CC[C@@H]4[C@H](CC[C@]5(C)[C@@H](c6ccc(=O)oc6)CC[C@]45O)[C@@]3(C)CC2)[C@H](O)[C@H](O)[C@H]1O,12,530.6497,C30H42O8
C12819,C=C(C)[C@H]1CN[C@H](C(=O)O)[C@H]1CC(=O)O,3,213.2304,C10H15NO4
C12829,CC(C)C(Br)C(=O)NC(N)=O,0,223.0677,C6H11BrN2O2
C12831,Oc1c(Cl)cc(Cl)c(Cl)c1O,0,213.4458,C6H3Cl3O2
C12832,O[C@@H]1C(Cl)=CC(Cl)=C(Cl)[C@@H]1O,2,215.4617,C6H5Cl3O2
C12833,O=C(O)/C(Cl)=C(Cl)\C=C(\Cl)C(=O)O,0,245.4446,C6H3Cl3O4
C12834,O=C1O/C(=C(/Cl)C(=O)O)C=C1Cl,0,208.9837,C6H2Cl2O4
C12835,O=C(O)/C(Cl)=C\C(=O)C(Cl)C(=O)O,0,226.999,C6H4Cl2O5
C12836,O=C(O)CCC(=O)C(Cl)C(=O)O,0,194.5698,C6H7ClO5
C12837,O[C@@H]1C=CC=C(Cl)[C@@H]1O,2,146.5716,C6H7ClO2
C12838,O=C(O)/C=C1/C=CC(=O)O1,0,140.0936,C6H4O4
C12839,C1CNCCN1.O.O=P(O)(O)O,0,202.1461,H3PO4. C4H10N2. H2O
C12842,CNC(=O)OCc1cccc(COC(=O)NC)n1,0,253.2545,C11H15N3O4
C12849,O=S(=O)(O)c1ccc(O)cc1,0,174.1744,C6H6O4S
C12853,CS(=O)(=O)c1ccc([C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl)cc1,2,356.2222,C12H15Cl2NO5S
C12859,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,5,356.4984,C23H32O3
C12861,CC(OC(=O)OC1CCCCC1)OC(=O)C1=C(CSc2nnnn2CCN(C)C)CS[C@@H]2[C@H](NC(=O)Cc3csc(N)n3)C(=O)N12,2,695.8338,C27H37N9O7S3
C12862,,0,303.1805,C2H8N2O3Pt
C12864,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,0,351.4388,C22H25NO3
C12865,O=C(OCc1ccccc1)c1cccnc1,0,213.2319,C13H11NO2
C12869,CCOCC(O)COc1ccc(NC(=O)CC[S+](C)C)cc1,0,328.4469,C16H26NO4S
C12871,Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](Cc1ccccc1)NC(=O)[C@H](C(C)C)N1CCCNC1=O,4,628.8008,C37H48N4O5
C12876,CC(S)C(=O)NCC(=O)O,0,163.1949,C5H9NO3S
C12886,CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1.Cl,0,361.9055,C21H27NO2. HCl
C12888,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,7,462.5327,C25H34O8
C12889,CCCCCCCCCC(=O)NO,0,187.2792,C10H21NO2
C12891,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O[C@H]2CC[C@H](N(C)C)[C@@H](C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,19,885.0893,C45H76N2O15
C12893,O=C([O-])[O-].[Mg+2],0,84.3139,MgCO3
C12896,NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1.O=C(O)/C=C\C(=O)O,0,562.6997,C28H38N4O. C4H4O4
C12905,CCCC[C@@H](O)/C=C(C)/C=C/C=C/C(=O)N1CCCC1=O,1,291.3853,C17H25NO3
C12915,CNc1cc(OC)c(C(=O)N[C@@H]2CCN(Cc3ccccc3)[C@@H]2C)cc1Cl,2,387.903,C21H26ClN3O2
C12919,C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)CC[C@@H](O)C(C)C)C[C@@H](O)C[C@@H]1O,7,416.6365,C27H44O3
C12933,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12.O.O.O.O=[N+]([O-])O.O=[N+]([O-])O,10,1235.204,(C27H33N3O8)2. 2HNO3. 3H2O
C12935,O=P([O-])([O-])OC(CO)CO.[Ca+2],0,210.1358,C3H7O6P. Ca
C12937,Cl.Cl.NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3cc(Cl)ccc32)CC1,0,553.9945,C28H37ClN4O. 2HCl
C12942,*CO*,0,0.0,(CH2O)n
C12946,CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(=O)O,0,315.4052,C16H29NO5
C12948,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2.Cl,0,442.0349,C21H27NO3S2. HCl
C12954,COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.Cl.Cl,0,677.6103,C31H44N2O10. 2HCl
C12958,CC(=O)N(CC(=O)N(C)C)c1ccccc1,0,220.2676,C12H16N2O2
C12959,CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,2,444.5207,C20H26N2. C4H6O6
C12961,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)[O-])c1.[Na+],8,598.6122,C29H32FO9S. Na
C12962,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0,375.4602,C24H25NO3
C12967,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)Oc2c(C)c(C)c3c(c2C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O3)C(C)(C)CCC1,3,713.1259,C49H76O3
C12978,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,9,388.6694,C27H48O
C12979,COC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,3,365.4042,C16H19N3O5S
C12981,Cc1c(C)c2c(c(C)c1OC(=O)c1cccnc1)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,3,535.8002,C35H53NO3
C12986,CC(=O)N[C@@H](CCCC(=O)O)C(=O)O,1,203.1925,C8H13NO5
C12987,CC(=O)N[C@@H](CCCC(=O)OP(=O)(O)O)C(=O)O,1,283.1724,C8H14NO8P
C12988,CC(=O)N[C@@H](CCCC=O)C(=O)O,1,187.1931,C8H13NO4
C12989,CC(=O)N[C@@H](CCCCN)C(=O)O,1,188.2242,C8H16N2O3
C13008,CC1=NN(c2ccccc2)C(=O)C1,0,174.1992,C10H10N2O
C13014,O=C(O)Cc1cccc2ccccc12,0,186.2066,C12H10O2
C13016,NC(=O)OC[C@@H]1[C@H](NC(=O)/C(=N\OCC(=O)[O-])c2csc(N)n2)C(=O)N1S(=O)(=O)[O-].[Na+].[Na+],2,510.3674,C12H12N6O10S2. 2Na
C13024,O=C([O-])C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CS[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3c[nH]c(C(=O)O)n3)c3ccccc3)C(=O)N12.[Na+],3,692.6521,C28H25N6O10S2. Na
C13031,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-].[Na+].[Na+],5,564.3467,C23H30Cl2NO6P. 2Na
C13034,O=[N+]([O-])C(Br)(CO)CO,0,199.988,C3H6BrNO4
C13037,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@@]21C,6,284.4357,C20H28O
C13038,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,0,281.2299,C14H10F3NO2
C13044,CCCCCCCC(=O)OCC(COC(=O)CCCCCCC)OC(=O)CCCCCCC,0,470.6823,C27H50O6
C13048,CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,0,259.1956,C10H14NO5P
C13050,N=c1c2ncn3c2ncn1[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]3[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,8,541.3005,C15H21N5O13P2
C13051,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H]([n+]3cccc(C(=O)O)c3)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1OP(=O)(O)O,8,745.3977,C21H28N6O18P3
C13055,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12.Cl,6,496.8949,C22H24N2O9. HCl
C13058,N[C@@H](CC(=O)[O-])C(=O)[O-].[Ca+2],1,171.1648,C4H5NO4. Ca
C13061,CC(=O)Nc1ccc(S(=O)(=O)Nc2cc(C)on2)cc1,0,295.3143,C12H13N3O4S
C13072,O=S(=O)([O-])Oc1ccc(C(c2ccc(OS(=O)(=O)[O-])cc2)c2ccccn2)cc1.[Na+].[Na+],0,481.4073,C18H13NO8S2. 2Na
C13074,*O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](OC(C)=O)[C@H](O[C@@H]3[C@@H](OC)[C@H](OC(C)=O)CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@@H]3CC=O)O[C@@H]2C)C[C@@]1(C)O,16,0.0,C41H64NO16R
C13077,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CC)CC[C@@H]12,5,384.5085,C24H32O4
C13085,O=C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)C(=O)[O-].[Na+],4,216.1212,C6H9O7. Na
C13086,O=C(O)CC[Ge](=O)O[Ge](=O)CCC(=O)O,0,339.4194,C6H10Ge2O7
C13089,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(C)CS[C@H]12)c1csc(N)n1.Cl,2,548.0327,C20H25N5O7S2. HCl
C13101,CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,0,270.3661,C18H22O2
C13102,O=[N+]([O-])O[Bi](O[N+](=O)[O-])O[NH+]([O-])O,0,397.011,BiN3H2O9
C13103,CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,16,701.8419,C35H59NO13
C13104,Nc1ccc(C(=O)[O-])c([O-])c1.Nc1ccc(C(=O)[O-])c([O-])c1.O.[Al+3].[Ca+2].[OH-],0,404.3212,(C7H5NO3)2. Al. H2O. OH. Ca
C13106,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].O.[Gd+3],0,0.0,C16H26N5O8. Gd. xH2O
C13109,C[N+]1(C)[C@H]2CC[C@@H]1CC(OC(=O)[C@H](CO)c1ccccc1)C2.[Br-],3,384.3079,C18H26NO3. Br
C13110,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[K+],3,416.533,C18H21N2O5S. K
C13112,Cl.N=c1ccn2c(n1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12,4,261.6623,C9H11N3O4. HCl
C13127,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,0,266.094,C10H8BrN3O
C13129,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@H]2S(=O)(=O)C1(C)C.Cc1ccc(S(=O)(=O)O)cc1,6,766.8587,C25H30N4O9S2. C7H8O3S
C13138,CCCCOCCOC(=O)c1cccnc1,0,223.2683,C12H17NO3
C13140,[Ca+2].[O-2],0,56.0774,CaO
C13141,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1,2,567.6351,C23H29N5O8S2
C13142,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C([C@@H]3CCCO3)CS[C@H]12)c1csc(N)n1.[Na+],3,475.4745,C17H18N5O6S2. Na
C13143,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(CSC(=O)c3ccco3)CS[C@H]12)c1csc(N)n1.[Na+],2,545.5444,C19H16N5O7S3. Na
C13144,Cl.O=C(O)/C=C/c1ccc(Cn2ccnc2)cc1,0,264.7075,C13H12N2O2. HCl
C13154,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@@]21C,8,402.5238,C24H34O5
C13156,*O[C@H]1[C@H](O)[C@@H](CO)O[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](O[C@@H]4[C@@H](O)[C@H](O[C@@H]5[C@@H](O)C(*)O[C@H](CO)[C@H]5O)O[C@H](CO[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)[C@H]4O)O[C@H](CO)[C@H]3O)O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H]2O)[C@@H]1O,34,0.0,(C42H70O35)n
C13167,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O,7,673.82,C32H43N5O5. CH4SO3
C13168,CC(C)[C@@]1(NC(=O)[C@@H]2C[C@@H]3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O.CS(=O)(=O)O,7,707.8362,C35H41N5O5. CH4SO3
C13173,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,18,837.0465,C41H76N2O15
C13179,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(CCF)c3c2F)CC1,0,369.3383,C17H18F3N3O3
C13182,Cl.N=C(N)NCC1CCC(C(=O)Oc2ccccc2C(=O)OCc2ccccc2)CC1,0,445.9391,C23H27N3O4. HCl
C13183,OC[C@H]1O[C@@H]2O[C@@H]3[C@@H](CO)O[C@H](O[C@@H]4[C@@H](CO)O[C@H](O[C@@H]5[C@@H](CO)O[C@H](O[C@@H]6[C@@H](CO)O[C@H](O[C@@H]7[C@@H](CO)O[C@H](O[C@@H]8[C@@H](CO)O[C@H](O[C@H]1[C@H](O)[C@H]2O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,35,1134.9842,C42H70O35
C13189,[Br-].[Br-].[Ca+2],0,199.886,CaBr2
C13192,O=S(=O)([O-])[O-].[K+].[K+],0,174.2592,K2SO4
C13194,O=S(=O)([O-])[O-].[Ca+2],0,136.1406,CaSO4
C13197,O=P([O-])([O-])O.[K+].[K+],0,174.1759,K2HPO4
C13198,[Br-].[K+],0,119.0023,KBr
C13199,O=S(=O)([O-])[O-].[Na+].[Na+],0,142.0421,Na2SO4
C13202,CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,3,472.7428,C31H52O3
C13229,Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C.O.[Na+],0,351.3539,C13H16N3O4S. Na. H2O
C13235,CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12.Cl,0,326.8184,C16H22N2O3. HCl
C13240,CCOCC,0,74.1216,C4H10O
C13244,Cc1cc(=O)n(-c2ccccc2)n1C,0,188.2258,C11H12N2O
C13249,O.O.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+],0,294.0996,C6H5O7. 2H2O. 3Na
C13252,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,0,257.2614,C11H16FN3O3
C13254,CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1.O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0,841.0479,(C19H20N2)2. C10H8O6S2
C13269,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1,5,493.5334,C21H27N5O7S
C13273,CC(C)=CCC/C(C)=C/CC/C(=C/CC/C(C)=C/CO)CO,0,306.4828,C20H34O2
C13280,O=C(NCCO[N+](=O)[O-])c1cccnc1,0,211.1748,C8H9N3O4
C13297,CC(=O)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,0,330.5472,C23H38O
C13299,CCCCC[C@@H](O)[C@H]1C(=O)O[C@H](C)[C@@H](O)/C=C/C=C/C=C/C=C/C=C(\C)[C@@H](O)[C@H](O)[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@@H]1O,12,670.8278,C35H58O12
C13301,CC(=O)O.CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,9,1299.4762,C60H86N16O13. C2H4O2
C13309,C/C(=C\CC1=CC(=O)c2ccccc2C1=O)CCCC(C)CCCC(C)CCCC(C)C,0,436.6692,C30H44O2
C13310,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C([C@H]3CCCO3)S[C@H]12.[Na+],4,307.298,C12H14NO5S. Na
C13311,O=C1CC[C@H](C(=O)N2CCCCC2)N1,1,196.2462,C10H16N2O2
C13326,O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1.O=C([O-])[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)Cc1ccccc1.[Ca+2],6,668.8755,(C19H24NO3)2. Ca
C13334,O=C([O-])C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,2,420.4528,C25H23FNO4
C13342,CCC(=O)c1ccc(O)cc1,0,150.1745,C9H10O2
C13355,COc1ccc(C(=O)N2CCCC2=O)cc1,0,219.2365,C12H13NO3
C13358,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,7,488.613,C28H40O7
C13364,CC/C=C/C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,0,330.5042,C22H34O2
C13373,[Xe],0,131.293,Xe
C13376,Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1.[Na+],3,634.6193,C25H23N8O7S2. Na
C13377,[Cl-].[Cl-].[Hg+2],0,271.496,HgCl2
C13378,Cc1ncc(C[n+]2c(C(O)CO)sc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,0,485.3663,C14H23N4O9P2S
C13383,IC(I)I,0,393.7321,CHI3
C13391,[Al+3].[OH-].[OH-].[OH-],0,78.0036,Al(OH)3
C13392,c1ccc2cccc-2cc1,0,128.1705,C10H8
C13400,CC(=O)Oc1ccccc1C(=O)O.NCC(=O)[O-].O=C([O-])[O-].[Al+3].[Mg+2].[OH-].[OH-],0,399.5262,C9H8O4. C2H4NO2. CO3. Al. Mg. 2OH
C13403,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C([O-])c1ccccc1.[Na+],0,338.2938,C8H10N4O2. C7H5O2. Na
C13410,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1c(F)c(F)cc(F)c1F,2,371.1542,C15H12Cl2F4O2
C13414,CCc1cc(S(=O)(=O)[O-])c2cc(C(C)C)cccc1-2.[Na+],0,300.3484,C15H17O3S. Na
C13415,,0,0.0,(C8H11NO2)mon
C13416,C[C@]12CC[C@H]3C(=CCc4cc(OS(=O)(=O)[O-])ccc43)[C@@H]1CCC2=O.[Na+],3,370.3952,C18H19O5S. Na
C13422,CCCCCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,7,460.6029,C27H40O6
C13424,O=C(CCC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)NCCCC2.O=C(O)/C=C/C(=O)O,0,0.0,C25H32N2O. (C4H4O4)x
C13425,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/Cc1cc(C(=O)O)ccc1O,0,546.8229,C37H54O3
C13426,CC(CCCCCCCCCCCCc1ccc([123I])cc1)CC(=O)O,0,458.4166,C22H35IO2
C13427,[O-]n1ccccc1=S.[O-]n1ccccc1=S.[Zn+2],0,317.7217,(C5H4NOS)2. Zn
C13429,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I.CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I.CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Na+],4,1445.0225,C11H9I3N2O4. C7H17NO5. C11H8I3N2O4. Na
C13431,CC(=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)C=C=C1C(C)(C)C[C@H](O)C[C@@]1(C)O)/C=C/[C@@]12O[C@]1(C)C[C@@H](O)CC2(C)C,5,600.8702,C40H56O4
